date,vax_brand,count
"Tuesday, 6 April, 2021",Cansino,0
"Tuesday, 6 April, 2021",Pfizer,28159
"Tuesday, 6 April, 2021",Sinopharm,0
"Tuesday, 6 April, 2021",Sinovac,4451
"Wednesday, 7 April, 2021",AstraZeneca,0
"Wednesday, 7 April, 2021",Cansino,0
"Wednesday, 7 April, 2021",Pfizer,24780
"Wednesday, 7 April, 2021",Sinopharm,0
"Wednesday, 7 April, 2021",Sinovac,6270
"Thursday, 8 April, 2021",AstraZeneca,0
"Thursday, 8 April, 2021",Cansino,0
"Thursday, 8 April, 2021",Pfizer,20670
"Thursday, 8 April, 2021",Sinopharm,0
"Thursday, 8 April, 2021",Sinovac,6232
"Friday, 9 April, 2021",AstraZeneca,0
"Friday, 9 April, 2021",Cansino,3
"Friday, 9 April, 2021",Pfizer,18735
"Friday, 9 April, 2021",Sinopharm,0
"Friday, 9 April, 2021",Sinovac,2882
"Saturday, 10 April, 2021",AstraZeneca,0
"Saturday, 10 April, 2021",Cansino,0
"Saturday, 10 April, 2021",Pfizer,13887
"Saturday, 10 April, 2021",Sinopharm,0
"Saturday, 10 April, 2021",Sinovac,1860
"Sunday, 11 April, 2021",AstraZeneca,0
"Sunday, 11 April, 2021",Cansino,0
"Sunday, 11 April, 2021",Pfizer,20930
"Sunday, 11 April, 2021",Sinopharm,0
"Sunday, 11 April, 2021",Sinovac,2266
"Monday, 12 April, 2021",AstraZeneca,0
"Monday, 12 April, 2021",Cansino,0
"Monday, 12 April, 2021",Pfizer,36542
"Monday, 12 April, 2021",Sinopharm,0
"Monday, 12 April, 2021",Sinovac,2790
"Tuesday, 13 April, 2021",AstraZeneca,1
"Tuesday, 13 April, 2021",Cansino,0
"Tuesday, 13 April, 2021",Pfizer,19820
"Tuesday, 13 April, 2021",Sinopharm,0
"Tuesday, 13 April, 2021",Sinovac,4691
"Wednesday, 14 April, 2021",AstraZeneca,0
"Wednesday, 14 April, 2021",Cansino,0
"Wednesday, 14 April, 2021",Pfizer,25278
"Wednesday, 14 April, 2021",Sinopharm,0
"Wednesday, 14 April, 2021",Sinovac,3418
"Thursday, 15 April, 2021",AstraZeneca,0
"Thursday, 15 April, 2021",Cansino,0
"Thursday, 15 April, 2021",Pfizer,23014
"Thursday, 15 April, 2021",Sinopharm,0
"Thursday, 15 April, 2021",Sinovac,4258
"Friday, 16 April, 2021",AstraZeneca,0
"Friday, 16 April, 2021",Cansino,0
"Friday, 16 April, 2021",Pfizer,16190
"Friday, 16 April, 2021",Sinopharm,0
"Friday, 16 April, 2021",Sinovac,3362
"Saturday, 17 April, 2021",AstraZeneca,0
"Saturday, 17 April, 2021",Cansino,0
"Saturday, 17 April, 2021",Pfizer,7686
"Saturday, 17 April, 2021",Sinopharm,0
"Saturday, 17 April, 2021",Sinovac,2004
"Sunday, 18 April, 2021",AstraZeneca,0
"Sunday, 18 April, 2021",Cansino,0
"Sunday, 18 April, 2021",Pfizer,8964
"Sunday, 18 April, 2021",Sinopharm,0
"Sunday, 18 April, 2021",Sinovac,964
"Monday, 19 April, 2021",AstraZeneca,1
"Monday, 19 April, 2021",Cansino,0
"Monday, 19 April, 2021",Pfizer,30103
"Monday, 19 April, 2021",Sinopharm,0
"Monday, 19 April, 2021",Sinovac,3060
"Tuesday, 20 April, 2021",AstraZeneca,0
"Tuesday, 20 April, 2021",Cansino,0
"Tuesday, 20 April, 2021",Pfizer,27873
"Tuesday, 20 April, 2021",Sinopharm,0
"Tuesday, 20 April, 2021",Sinovac,5505
"Wednesday, 21 April, 2021",AstraZeneca,0
"Wednesday, 21 April, 2021",Cansino,0
"Wednesday, 21 April, 2021",Pfizer,22707
"Wednesday, 21 April, 2021",Sinopharm,0
"Wednesday, 21 April, 2021",Sinovac,5015
"Thursday, 22 April, 2021",AstraZeneca,0
"Thursday, 22 April, 2021",Cansino,0
"Thursday, 22 April, 2021",Pfizer,24078
"Thursday, 22 April, 2021",Sinopharm,0
"Thursday, 22 April, 2021",Sinovac,5497
"Friday, 23 April, 2021",AstraZeneca,0
"Friday, 23 April, 2021",Cansino,0
"Friday, 23 April, 2021",Pfizer,15037
"Friday, 23 April, 2021",Sinopharm,0
"Friday, 23 April, 2021",Sinovac,3882
"Saturday, 24 April, 2021",AstraZeneca,0
"Saturday, 24 April, 2021",Cansino,0
"Saturday, 24 April, 2021",Pfizer,9599
"Saturday, 24 April, 2021",Sinopharm,0
"Saturday, 24 April, 2021",Sinovac,1781
"Sunday, 25 April, 2021",AstraZeneca,0
"Sunday, 25 April, 2021",Cansino,0
"Sunday, 25 April, 2021",Pfizer,12286
"Sunday, 25 April, 2021",Sinopharm,0
"Sunday, 25 April, 2021",Sinovac,2568
"Monday, 26 April, 2021",AstraZeneca,0
"Monday, 26 April, 2021",Cansino,0
"Monday, 26 April, 2021",Pfizer,25115
"Monday, 26 April, 2021",Sinopharm,0
"Monday, 26 April, 2021",Sinovac,5204
"Tuesday, 27 April, 2021",AstraZeneca,0
"Tuesday, 27 April, 2021",Cansino,0
"Tuesday, 27 April, 2021",Pfizer,28770
"Tuesday, 27 April, 2021",Sinopharm,0
"Tuesday, 27 April, 2021",Sinovac,5954
"Wednesday, 28 April, 2021",AstraZeneca,0
"Wednesday, 28 April, 2021",Cansino,0
"Wednesday, 28 April, 2021",Pfizer,31300
"Wednesday, 28 April, 2021",Sinopharm,0
"Wednesday, 28 April, 2021",Sinovac,8439
"Thursday, 29 April, 2021",AstraZeneca,0
"Thursday, 29 April, 2021",Cansino,0
"Thursday, 29 April, 2021",Pfizer,9511
"Thursday, 29 April, 2021",Sinopharm,0
"Thursday, 29 April, 2021",Sinovac,3030
"Friday, 30 April, 2021",AstraZeneca,0
"Friday, 30 April, 2021",Cansino,0
"Friday, 30 April, 2021",Pfizer,22981
"Friday, 30 April, 2021",Sinopharm,0
"Friday, 30 April, 2021",Sinovac,3732
"Saturday, 1 May, 2021",AstraZeneca,0
"Saturday, 1 May, 2021",Cansino,0
"Saturday, 1 May, 2021",Pfizer,4920
"Saturday, 1 May, 2021",Sinopharm,0
"Saturday, 1 May, 2021",Sinovac,586
"Sunday, 2 May, 2021",AstraZeneca,0
"Sunday, 2 May, 2021",Cansino,0
"Sunday, 2 May, 2021",Pfizer,13992
"Sunday, 2 May, 2021",Sinopharm,0
"Sunday, 2 May, 2021",Sinovac,1791
"Monday, 3 May, 2021",AstraZeneca,719
"Monday, 3 May, 2021",Cansino,0
"Monday, 3 May, 2021",Pfizer,45055
"Monday, 3 May, 2021",Sinopharm,0
"Monday, 3 May, 2021",Sinovac,5519
"Tuesday, 4 May, 2021",AstraZeneca,2
"Tuesday, 4 May, 2021",Cansino,0
"Tuesday, 4 May, 2021",Pfizer,42362
"Tuesday, 4 May, 2021",Sinopharm,0
"Tuesday, 4 May, 2021",Sinovac,7480
"Wednesday, 5 May, 2021",AstraZeneca,4615
"Wednesday, 5 May, 2021",Cansino,1
"Wednesday, 5 May, 2021",Pfizer,41930
"Wednesday, 5 May, 2021",Sinopharm,0
"Wednesday, 5 May, 2021",Sinovac,8511
"Thursday, 6 May, 2021",AstraZeneca,3595
"Thursday, 6 May, 2021",Cansino,0
"Thursday, 6 May, 2021",Pfizer,40100
"Thursday, 6 May, 2021",Sinopharm,0
"Thursday, 6 May, 2021",Sinovac,12198
"Friday, 7 May, 2021",AstraZeneca,3586
"Friday, 7 May, 2021",Cansino,0
"Friday, 7 May, 2021",Pfizer,28690
"Friday, 7 May, 2021",Sinopharm,0
"Friday, 7 May, 2021",Sinovac,15586
"Saturday, 8 May, 2021",AstraZeneca,3655
"Saturday, 8 May, 2021",Cansino,0
"Saturday, 8 May, 2021",Pfizer,19473
"Saturday, 8 May, 2021",Sinopharm,0
"Saturday, 8 May, 2021",Sinovac,4043
"Sunday, 9 May, 2021",AstraZeneca,3611
"Sunday, 9 May, 2021",Cansino,2
"Sunday, 9 May, 2021",Pfizer,23182
"Sunday, 9 May, 2021",Sinopharm,0
"Sunday, 9 May, 2021",Sinovac,5744
"Monday, 10 May, 2021",AstraZeneca,3567
"Monday, 10 May, 2021",Cansino,0
"Monday, 10 May, 2021",Pfizer,48019
"Monday, 10 May, 2021",Sinopharm,0
"Monday, 10 May, 2021",Sinovac,10046
"Tuesday, 11 May, 2021",AstraZeneca,3658
"Tuesday, 11 May, 2021",Cansino,0
"Tuesday, 11 May, 2021",Pfizer,38141
"Tuesday, 11 May, 2021",Sinopharm,0
"Tuesday, 11 May, 2021",Sinovac,7217
"Wednesday, 12 May, 2021",AstraZeneca,3469
"Wednesday, 12 May, 2021",Cansino,0
"Wednesday, 12 May, 2021",Pfizer,12974
"Wednesday, 12 May, 2021",Sinopharm,0
"Wednesday, 12 May, 2021",Sinovac,1740
"Thursday, 13 May, 2021",AstraZeneca,0
"Thursday, 13 May, 2021",Cansino,0
"Thursday, 13 May, 2021",Pfizer,6
"Thursday, 13 May, 2021",Sinopharm,0
"Thursday, 13 May, 2021",Sinovac,118
"Friday, 14 May, 2021",AstraZeneca,0
"Friday, 14 May, 2021",Cansino,0
"Friday, 14 May, 2021",Pfizer,1
"Friday, 14 May, 2021",Sinopharm,0
"Friday, 14 May, 2021",Sinovac,69
"Saturday, 15 May, 2021",AstraZeneca,9807
"Saturday, 15 May, 2021",Cansino,0
"Saturday, 15 May, 2021",Pfizer,1038
"Saturday, 15 May, 2021",Sinopharm,0
"Saturday, 15 May, 2021",Sinovac,159
"Sunday, 16 May, 2021",AstraZeneca,10028
"Sunday, 16 May, 2021",Cansino,0
"Sunday, 16 May, 2021",Pfizer,215
"Sunday, 16 May, 2021",Sinopharm,0
"Sunday, 16 May, 2021",Sinovac,139
"Monday, 17 May, 2021",AstraZeneca,10529
"Monday, 17 May, 2021",Cansino,0
"Monday, 17 May, 2021",Pfizer,46788
"Monday, 17 May, 2021",Sinopharm,0
"Monday, 17 May, 2021",Sinovac,3426
"Tuesday, 18 May, 2021",AstraZeneca,10561
"Tuesday, 18 May, 2021",Cansino,0
"Tuesday, 18 May, 2021",Pfizer,60672
"Tuesday, 18 May, 2021",Sinopharm,0
"Tuesday, 18 May, 2021",Sinovac,7067
"Wednesday, 19 May, 2021",AstraZeneca,10590
"Wednesday, 19 May, 2021",Cansino,0
"Wednesday, 19 May, 2021",Pfizer,62708
"Wednesday, 19 May, 2021",Sinopharm,0
"Wednesday, 19 May, 2021",Sinovac,11131
"Thursday, 20 May, 2021",AstraZeneca,11129
"Thursday, 20 May, 2021",Cansino,0
"Thursday, 20 May, 2021",Pfizer,53790
"Thursday, 20 May, 2021",Sinopharm,0
"Thursday, 20 May, 2021",Sinovac,16449
"Friday, 21 May, 2021",AstraZeneca,11085
"Friday, 21 May, 2021",Cansino,0
"Friday, 21 May, 2021",Pfizer,37391
"Friday, 21 May, 2021",Sinopharm,0
"Friday, 21 May, 2021",Sinovac,12737
"Saturday, 22 May, 2021",AstraZeneca,9465
"Saturday, 22 May, 2021",Cansino,0
"Saturday, 22 May, 2021",Pfizer,16610
"Saturday, 22 May, 2021",Sinopharm,0
"Saturday, 22 May, 2021",Sinovac,20557
"Sunday, 23 May, 2021",AstraZeneca,10600
"Sunday, 23 May, 2021",Cansino,0
"Sunday, 23 May, 2021",Pfizer,19430
"Sunday, 23 May, 2021",Sinopharm,0
"Sunday, 23 May, 2021",Sinovac,16470
"Monday, 24 May, 2021",AstraZeneca,13410
"Monday, 24 May, 2021",Cansino,0
"Monday, 24 May, 2021",Pfizer,50181
"Monday, 24 May, 2021",Sinopharm,0
"Monday, 24 May, 2021",Sinovac,32363
"Tuesday, 25 May, 2021",AstraZeneca,13315
"Tuesday, 25 May, 2021",Cansino,0
"Tuesday, 25 May, 2021",Pfizer,51680
"Tuesday, 25 May, 2021",Sinopharm,0
"Tuesday, 25 May, 2021",Sinovac,35739
"Wednesday, 26 May, 2021",AstraZeneca,13771
"Wednesday, 26 May, 2021",Cansino,0
"Wednesday, 26 May, 2021",Pfizer,4278
"Wednesday, 26 May, 2021",Sinopharm,0
"Wednesday, 26 May, 2021",Sinovac,4420
"Thursday, 27 May, 2021",AstraZeneca,13376
"Thursday, 27 May, 2021",Cansino,0
"Thursday, 27 May, 2021",Pfizer,60765
"Thursday, 27 May, 2021",Sinopharm,0
"Thursday, 27 May, 2021",Sinovac,34494
"Friday, 28 May, 2021",AstraZeneca,13474
"Friday, 28 May, 2021",Cansino,0
"Friday, 28 May, 2021",Pfizer,33346
"Friday, 28 May, 2021",Sinopharm,0
"Friday, 28 May, 2021",Sinovac,27809
"Saturday, 29 May, 2021",AstraZeneca,13577
"Saturday, 29 May, 2021",Cansino,0
"Saturday, 29 May, 2021",Pfizer,30127
"Saturday, 29 May, 2021",Sinopharm,0
"Saturday, 29 May, 2021",Sinovac,22545
"Sunday, 30 May, 2021",AstraZeneca,13343
"Sunday, 30 May, 2021",Cansino,0
"Sunday, 30 May, 2021",Pfizer,26927
"Sunday, 30 May, 2021",Sinopharm,0
"Sunday, 30 May, 2021",Sinovac,22621
"Monday, 31 May, 2021",AstraZeneca,13602
"Monday, 31 May, 2021",Cansino,0
"Monday, 31 May, 2021",Pfizer,48981
"Monday, 31 May, 2021",Sinopharm,0
"Monday, 31 May, 2021",Sinovac,33847
"Tuesday, 1 June, 2021",AstraZeneca,14072
"Tuesday, 1 June, 2021",Cansino,0
"Tuesday, 1 June, 2021",Pfizer,52008
"Tuesday, 1 June, 2021",Sinopharm,0
"Tuesday, 1 June, 2021",Sinovac,33928
"Wednesday, 2 June, 2021",AstraZeneca,14552
"Wednesday, 2 June, 2021",Cansino,0
"Wednesday, 2 June, 2021",Pfizer,44284
"Wednesday, 2 June, 2021",Sinopharm,0
"Wednesday, 2 June, 2021",Sinovac,48176
"Thursday, 3 June, 2021",AstraZeneca,14822
"Thursday, 3 June, 2021",Cansino,0
"Thursday, 3 June, 2021",Pfizer,42185
"Thursday, 3 June, 2021",Sinopharm,0
"Thursday, 3 June, 2021",Sinovac,62374
"Friday, 4 June, 2021",AstraZeneca,15827
"Friday, 4 June, 2021",Cansino,0
"Friday, 4 June, 2021",Pfizer,30340
"Friday, 4 June, 2021",Sinopharm,0
"Friday, 4 June, 2021",Sinovac,45329
"Saturday, 5 June, 2021",AstraZeneca,15304
"Saturday, 5 June, 2021",Cansino,0
"Saturday, 5 June, 2021",Pfizer,35552
"Saturday, 5 June, 2021",Sinopharm,0
"Saturday, 5 June, 2021",Sinovac,22810
"Sunday, 6 June, 2021",AstraZeneca,14052
"Sunday, 6 June, 2021",Cansino,0
"Sunday, 6 June, 2021",Pfizer,40195
"Sunday, 6 June, 2021",Sinopharm,0
"Sunday, 6 June, 2021",Sinovac,28594
"Monday, 7 June, 2021",AstraZeneca,18270
"Monday, 7 June, 2021",Cansino,0
"Monday, 7 June, 2021",Pfizer,14878
"Monday, 7 June, 2021",Sinopharm,0
"Monday, 7 June, 2021",Sinovac,32819
"Tuesday, 8 June, 2021",AstraZeneca,20664
"Tuesday, 8 June, 2021",Cansino,0
"Tuesday, 8 June, 2021",Pfizer,92660
"Tuesday, 8 June, 2021",Sinopharm,0
"Tuesday, 8 June, 2021",Sinovac,41669
"Wednesday, 9 June, 2021",AstraZeneca,15958
"Wednesday, 9 June, 2021",Cansino,0
"Wednesday, 9 June, 2021",Pfizer,93088
"Wednesday, 9 June, 2021",Sinopharm,0
"Wednesday, 9 June, 2021",Sinovac,48164
"Thursday, 10 June, 2021",AstraZeneca,21683
"Thursday, 10 June, 2021",Cansino,1
"Thursday, 10 June, 2021",Pfizer,85033
"Thursday, 10 June, 2021",Sinopharm,0
"Thursday, 10 June, 2021",Sinovac,54667
"Friday, 11 June, 2021",AstraZeneca,24429
"Friday, 11 June, 2021",Cansino,0
"Friday, 11 June, 2021",Pfizer,49704
"Friday, 11 June, 2021",Sinopharm,0
"Friday, 11 June, 2021",Sinovac,52290
"Saturday, 12 June, 2021",AstraZeneca,20601
"Saturday, 12 June, 2021",Cansino,0
"Saturday, 12 June, 2021",Pfizer,54640
"Saturday, 12 June, 2021",Sinopharm,0
"Saturday, 12 June, 2021",Sinovac,62304
"Sunday, 13 June, 2021",AstraZeneca,21736
"Sunday, 13 June, 2021",Cansino,0
"Sunday, 13 June, 2021",Pfizer,55719
"Sunday, 13 June, 2021",Sinopharm,0
"Sunday, 13 June, 2021",Sinovac,54573
"Monday, 14 June, 2021",AstraZeneca,25061
"Monday, 14 June, 2021",Cansino,0
"Monday, 14 June, 2021",Pfizer,80189
"Monday, 14 June, 2021",Sinopharm,0
"Monday, 14 June, 2021",Sinovac,98750
"Tuesday, 15 June, 2021",AstraZeneca,24454
"Tuesday, 15 June, 2021",Cansino,0
"Tuesday, 15 June, 2021",Pfizer,83996
"Tuesday, 15 June, 2021",Sinopharm,0
"Tuesday, 15 June, 2021",Sinovac,114684
"Wednesday, 16 June, 2021",AstraZeneca,23895
"Wednesday, 16 June, 2021",Cansino,0
"Wednesday, 16 June, 2021",Pfizer,74253
"Wednesday, 16 June, 2021",Sinopharm,0
"Wednesday, 16 June, 2021",Sinovac,116338
"Thursday, 17 June, 2021",AstraZeneca,25754
"Thursday, 17 June, 2021",Cansino,0
"Thursday, 17 June, 2021",Pfizer,78551
"Thursday, 17 June, 2021",Sinopharm,0
"Thursday, 17 June, 2021",Sinovac,125269
"Friday, 18 June, 2021",AstraZeneca,25275
"Friday, 18 June, 2021",Cansino,0
"Friday, 18 June, 2021",Pfizer,55469
"Friday, 18 June, 2021",Sinopharm,0
"Friday, 18 June, 2021",Sinovac,105015
"Saturday, 19 June, 2021",AstraZeneca,19868
"Saturday, 19 June, 2021",Cansino,0
"Saturday, 19 June, 2021",Pfizer,68373
"Saturday, 19 June, 2021",Sinopharm,0
"Saturday, 19 June, 2021",Sinovac,83981
"Sunday, 20 June, 2021",AstraZeneca,19020
"Sunday, 20 June, 2021",Cansino,0
"Sunday, 20 June, 2021",Pfizer,46390
"Sunday, 20 June, 2021",Sinopharm,0
"Sunday, 20 June, 2021",Sinovac,81334
"Monday, 21 June, 2021",AstraZeneca,25195
"Monday, 21 June, 2021",Cansino,0
