date_raw,vax_type,count,percentage,date_full,date,month,year
8/3/2021,Booster 1,0,0,"Monday, 8 March, 2021",8,3,2021
8/3/2021,Booster 2,0,0,"Monday, 8 March, 2021",8,3,2021
9/3/2021,Dose 1,198113,0.606646028,"Tuesday, 9 March, 2021",9,3,2021
9/3/2021,Dose 2,150,0.000459318,"Tuesday, 9 March, 2021",9,3,2021
9/3/2021,Booster 1,0,0,"Tuesday, 9 March, 2021",9,3,2021
9/3/2021,Booster 2,0,0,"Tuesday, 9 March, 2021",9,3,2021
10/3/2021,Dose 1,226885,0.694749381,"Wednesday, 10 March, 2021",10,3,2021
10/3/2021,Dose 2,162,0.000496064,"Wednesday, 10 March, 2021",10,3,2021
10/3/2021,Booster 1,0,0,"Wednesday, 10 March, 2021",10,3,2021
10/3/2021,Booster 2,0,0,"Wednesday, 10 March, 2021",10,3,2021
11/3/2021,Dose 1,253399,0.775938464,"Thursday, 11 March, 2021",11,3,2021
11/3/2021,Dose 2,174,0.000532809,"Thursday, 11 March, 2021",11,3,2021
11/3/2021,Booster 1,0,0,"Thursday, 11 March, 2021",11,3,2021
11/3/2021,Booster 2,0,0,"Thursday, 11 March, 2021",11,3,2021
12/3/2021,Dose 1,279521,0.855927195,"Friday, 12 March, 2021",12,3,2021
12/3/2021,Dose 2,184,0.00056343,"Friday, 12 March, 2021",12,3,2021
12/3/2021,Booster 1,0,0,"Friday, 12 March, 2021",12,3,2021
12/3/2021,Booster 2,0,0,"Friday, 12 March, 2021",12,3,2021
13/3/2021,Dose 1,296582,0.908170046,"Saturday, 13 March, 2021",13,3,2021
13/3/2021,Dose 2,187,0.000572617,"Saturday, 13 March, 2021",13,3,2021
13/3/2021,Booster 1,0,0,"Saturday, 13 March, 2021",13,3,2021
13/3/2021,Booster 2,0,0,"Saturday, 13 March, 2021",13,3,2021
14/3/2021,Dose 1,306893,0.939743578,"Sunday, 14 March, 2021",14,3,2021
14/3/2021,Dose 2,192,0.000587927,"Sunday, 14 March, 2021",14,3,2021
14/3/2021,Booster 1,0,0,"Sunday, 14 March, 2021",14,3,2021
14/3/2021,Booster 2,0,0,"Sunday, 14 March, 2021",14,3,2021
15/3/2021,Dose 1,327285,1.002186355,"Monday, 15 March, 2021",15,3,2021
15/3/2021,Dose 2,195,0.000597114,"Monday, 15 March, 2021",15,3,2021
15/3/2021,Booster 1,0,0,"Monday, 15 March, 2021",15,3,2021
15/3/2021,Booster 2,0,0,"Monday, 15 March, 2021",15,3,2021
16/3/2021,Dose 1,352760,1.080193894,"Tuesday, 16 March, 2021",16,3,2021
16/3/2021,Dose 2,202,0.000618548,"Tuesday, 16 March, 2021",16,3,2021
16/3/2021,Booster 1,0,0,"Tuesday, 16 March, 2021",16,3,2021
16/3/2021,Booster 2,0,0,"Tuesday, 16 March, 2021",16,3,2021
17/3/2021,Dose 1,373557,1.143876829,"Wednesday, 17 March, 2021",17,3,2021
17/3/2021,Dose 2,269,0.000823711,"Wednesday, 17 March, 2021",17,3,2021
17/3/2021,Booster 1,0,0,"Wednesday, 17 March, 2021",17,3,2021
17/3/2021,Booster 2,0,0,"Wednesday, 17 March, 2021",17,3,2021
18/3/2021,Dose 1,390872,1.196897459,"Thursday, 18 March, 2021",18,3,2021
18/3/2021,Dose 2,1067,0.003267283,"Thursday, 18 March, 2021",18,3,2021
18/3/2021,Booster 1,0,0,"Thursday, 18 March, 2021",18,3,2021
18/3/2021,Booster 2,0,0,"Thursday, 18 March, 2021",18,3,2021
19/3/2021,Dose 1,401614,1.229790765,"Friday, 19 March, 2021",19,3,2021
19/3/2021,Dose 2,4903,0.015013581,"Friday, 19 March, 2021",19,3,2021
19/3/2021,Booster 1,0,0,"Friday, 19 March, 2021",19,3,2021
19/3/2021,Booster 2,0,0,"Friday, 19 March, 2021",19,3,2021
20/3/2021,Dose 1,409315,1.253372161,"Saturday, 20 March, 2021",20,3,2021
20/3/2021,Dose 2,11017,0.03373539,"Saturday, 20 March, 2021",20,3,2021
20/3/2021,Booster 1,0,0,"Saturday, 20 March, 2021",20,3,2021
20/3/2021,Booster 2,0,0,"Saturday, 20 March, 2021",20,3,2021
21/3/2021,Dose 1,419030,1.283120669,"Sunday, 21 March, 2021",21,3,2021
21/3/2021,Dose 2,16872,0.05166411,"Sunday, 21 March, 2021",21,3,2021
21/3/2021,Booster 1,0,0,"Sunday, 21 March, 2021",21,3,2021
21/3/2021,Booster 2,0,0,"Sunday, 21 March, 2021",21,3,2021
22/3/2021,Dose 1,428748,1.312878363,"Monday, 22 March, 2021",22,3,2021
22/3/2021,Dose 2,31449,0.096300651,"Monday, 22 March, 2021",22,3,2021
22/3/2021,Booster 1,0,0,"Monday, 22 March, 2021",22,3,2021
22/3/2021,Booster 2,0,0,"Monday, 22 March, 2021",22,3,2021
23/3/2021,Dose 1,437051,1.338303156,"Tuesday, 23 March, 2021",23,3,2021
23/3/2021,Dose 2,52314,0.160191811,"Tuesday, 23 March, 2021",23,3,2021
23/3/2021,Booster 1,0,0,"Tuesday, 23 March, 2021",23,3,2021
23/3/2021,Booster 2,0,0,"Tuesday, 23 March, 2021",23,3,2021
24/3/2021,Dose 1,443342,1.357566961,"Wednesday, 24 March, 2021",24,3,2021
24/3/2021,Dose 2,75145,0.230103102,"Wednesday, 24 March, 2021",24,3,2021
24/3/2021,Booster 1,0,0,"Wednesday, 24 March, 2021",24,3,2021
24/3/2021,Booster 2,0,0,"Wednesday, 24 March, 2021",24,3,2021
25/3/2021,Dose 1,449778,1.377274773,"Thursday, 25 March, 2021",25,3,2021
25/3/2021,Dose 2,94514,0.289413328,"Thursday, 25 March, 2021",25,3,2021
25/3/2021,Booster 1,0,0,"Thursday, 25 March, 2021",25,3,2021
25/3/2021,Booster 2,0,0,"Thursday, 25 March, 2021",25,3,2021
26/3/2021,Dose 1,453717,1.389336469,"Friday, 26 March, 2021",26,3,2021
26/3/2021,Dose 2,107331,0.328660536,"Friday, 26 March, 2021",26,3,2021
26/3/2021,Booster 1,0,0,"Friday, 26 March, 2021",26,3,2021
26/3/2021,Booster 2,0,0,"Friday, 26 March, 2021",26,3,2021
27/3/2021,Dose 1,455420,1.394551261,"Saturday, 27 March, 2021",27,3,2021
27/3/2021,Dose 2,121780,0.372905126,"Saturday, 27 March, 2021",27,3,2021
27/3/2021,Booster 1,0,0,"Saturday, 27 March, 2021",27,3,2021
27/3/2021,Booster 2,0,0,"Saturday, 27 March, 2021",27,3,2021
28/3/2021,Dose 1,459104,1.405832116,"Sunday, 28 March, 2021",28,3,2021
28/3/2021,Dose 2,134719,0.412525913,"Sunday, 28 March, 2021",28,3,2021
28/3/2021,Booster 1,0,0,"Sunday, 28 March, 2021",28,3,2021
28/3/2021,Booster 2,0,0,"Sunday, 28 March, 2021",28,3,2021
29/3/2021,Dose 1,466969,1.4299157,"Monday, 29 March, 2021",29,3,2021
29/3/2021,Dose 2,162094,0.496351483,"Monday, 29 March, 2021",29,3,2021
29/3/2021,Booster 1,0,0,"Monday, 29 March, 2021",29,3,2021
29/3/2021,Booster 2,0,0,"Monday, 29 March, 2021",29,3,2021
30/3/2021,Dose 1,478499,1.465221958,"Tuesday, 30 March, 2021",30,3,2021
30/3/2021,Dose 2,191517,0.586448276,"Tuesday, 30 March, 2021",30,3,2021
30/3/2021,Booster 1,0,0,"Tuesday, 30 March, 2021",30,3,2021
30/3/2021,Booster 2,0,0,"Tuesday, 30 March, 2021",30,3,2021
31/3/2021,Dose 1,488447,1.49568394,"Wednesday, 31 March, 2021",31,3,2021
31/3/2021,Dose 2,219040,0.670727039,"Wednesday, 31 March, 2021",31,3,2021
31/3/2021,Booster 1,0,0,"Wednesday, 31 March, 2021",31,3,2021
31/3/2021,Booster 2,0,0,"Wednesday, 31 March, 2021",31,3,2021
1/4/2021,Dose 1,504358,1.544405351,"Thursday, 1 April, 2021",1,4,2021
1/4/2021,Dose 2,245602,0.752063104,"Thursday, 1 April, 2021",1,4,2021
1/4/2021,Booster 1,0,0,"Thursday, 1 April, 2021",1,4,2021
1/4/2021,Booster 2,0,0,"Thursday, 1 April, 2021",1,4,2021
2/4/2021,Dose 1,511929,1.567588671,"Friday, 2 April, 2021",2,4,2021
2/4/2021,Dose 2,268512,0.822216302,"Friday, 2 April, 2021",2,4,2021
2/4/2021,Booster 1,0,0,"Friday, 2 April, 2021",2,4,2021
2/4/2021,Booster 2,0,0,"Friday, 2 April, 2021",2,4,2021
3/4/2021,Dose 1,514605,1.575782908,"Saturday, 3 April, 2021",3,4,2021
3/4/2021,Dose 2,283264,0.867388715,"Saturday, 3 April, 2021",3,4,2021
3/4/2021,Booster 1,0,0,"Saturday, 3 April, 2021",3,4,2021
3/4/2021,Booster 2,0,0,"Saturday, 3 April, 2021",3,4,2021
4/4/2021,Dose 1,520636,1.594250561,"Sunday, 4 April, 2021",4,4,2021
4/4/2021,Dose 2,292437,0.895477553,"Sunday, 4 April, 2021",4,4,2021
4/4/2021,Booster 1,0,0,"Sunday, 4 April, 2021",4,4,2021
4/4/2021,Booster 2,0,0,"Sunday, 4 April, 2021",4,4,2021
5/4/2021,Dose 1,529841,1.622437387,"Monday, 5 April, 2021",5,4,2021
5/4/2021,Dose 2,311936,0.955185855,"Monday, 5 April, 2021",5,4,2021
5/4/2021,Booster 1,0,0,"Monday, 5 April, 2021",5,4,2021
5/4/2021,Booster 2,0,0,"Monday, 5 April, 2021",5,4,2021
6/4/2021,Dose 1,540871,1.656212585,"Tuesday, 6 April, 2021",6,4,2021
6/4/2021,Dose 2,333630,1.021615514,"Tuesday, 6 April, 2021",6,4,2021
6/4/2021,Booster 1,0,0,"Tuesday, 6 April, 2021",6,4,2021
6/4/2021,Booster 2,0,0,"Tuesday, 6 April, 2021",6,4,2021
7/4/2021,Dose 1,553596,1.695178078,"Wednesday, 7 April, 2021",7,4,2021
7/4/2021,Dose 2,351958,1.077738072,"Wednesday, 7 April, 2021",7,4,2021
7/4/2021,Booster 1,0,0,"Wednesday, 7 April, 2021",7,4,2021
7/4/2021,Booster 2,0,0,"Wednesday, 7 April, 2021",7,4,2021
8/4/2021,Dose 1,565691,1.732214434,"Thursday, 8 April, 2021",8,4,2021
8/4/2021,Dose 2,366769,1.12309115,"Thursday, 8 April, 2021",8,4,2021
8/4/2021,Booster 1,0,0,"Thursday, 8 April, 2021",8,4,2021
8/4/2021,Booster 2,0,0,"Thursday, 8 April, 2021",8,4,2021
9/4/2021,Dose 1,572919,1.754347447,"Friday, 9 April, 2021",9,4,2021
9/4/2021,Dose 2,381165,1.167173448,"Friday, 9 April, 2021",9,4,2021
9/4/2021,Booster 1,0,0,"Friday, 9 April, 2021",9,4,2021
9/4/2021,Booster 2,0,0,"Friday, 9 April, 2021",9,4,2021
10/4/2021,Dose 1,578593,1.771721923,"Saturday, 10 April, 2021",10,4,2021
10/4/2021,Dose 2,391239,1.198021257,"Saturday, 10 April, 2021",10,4,2021
10/4/2021,Booster 1,0,0,"Saturday, 10 April, 2021",10,4,2021
10/4/2021,Booster 2,0,0,"Saturday, 10 April, 2021",10,4,2021
11/4/2021,Dose 1,591070,1.80992801,"Sunday, 11 April, 2021",11,4,2021
11/4/2021,Dose 2,401959,1.230847197,"Sunday, 11 April, 2021",11,4,2021
11/4/2021,Booster 1,0,0,"Sunday, 11 April, 2021",11,4,2021
11/4/2021,Booster 2,0,0,"Sunday, 11 April, 2021",11,4,2021
12/4/2021,Dose 1,616442,1.88762015,"Monday, 12 April, 2021",12,4,2021
12/4/2021,Dose 2,415920,1.273597472,"Monday, 12 April, 2021",12,4,2021
12/4/2021,Booster 1,0,0,"Monday, 12 April, 2021",12,4,2021
12/4/2021,Booster 2,0,0,"Monday, 12 April, 2021",12,4,2021
13/4/2021,Dose 1,633254,1.939100533,"Tuesday, 13 April, 2021",13,4,2021
13/4/2021,Dose 2,423621,1.297178868,"Tuesday, 13 April, 2021",13,4,2021
13/4/2021,Booster 1,0,0,"Tuesday, 13 April, 2021",13,4,2021
13/4/2021,Booster 2,0,0,"Tuesday, 13 April, 2021",13,4,2021
14/4/2021,Dose 1,654198,2.0032336,"Wednesday, 14 April, 2021",14,4,2021
14/4/2021,Dose 2,431373,1.320916432,"Wednesday, 14 April, 2021",14,4,2021
14/4/2021,Booster 1,0,0,"Wednesday, 14 April, 2021",14,4,2021
14/4/2021,Booster 2,0,0,"Wednesday, 14 April, 2021",14,4,2021
15/4/2021,Dose 1,672301,2.058667181,"Thursday, 15 April, 2021",15,4,2021
15/4/2021,Dose 2,440543,1.348996084,"Thursday, 15 April, 2021",15,4,2021
15/4/2021,Booster 1,0,0,"Thursday, 15 April, 2021",15,4,2021
15/4/2021,Booster 2,0,0,"Thursday, 15 April, 2021",15,4,2021
16/4/2021,Dose 1,687927,2.106515888,"Friday, 16 April, 2021",16,4,2021
16/4/2021,Dose 2,444470,1.361021034,"Friday, 16 April, 2021",16,4,2021
16/4/2021,Booster 1,0,0,"Friday, 16 April, 2021",16,4,2021
16/4/2021,Booster 2,0,0,"Friday, 16 April, 2021",16,4,2021
17/4/2021,Dose 1,696504,2.132779702,"Saturday, 17 April, 2021",17,4,2021
17/4/2021,Dose 2,445584,1.364432237,"Saturday, 17 April, 2021",17,4,2021
17/4/2021,Booster 1,0,0,"Saturday, 17 April, 2021",17,4,2021
17/4/2021,Booster 2,0,0,"Saturday, 17 April, 2021",17,4,2021
18/4/2021,Dose 1,702667,2.151651555,"Sunday, 18 April, 2021",18,4,2021
18/4/2021,Dose 2,449352,1.37597031,"Sunday, 18 April, 2021",18,4,2021
18/4/2021,Booster 1,0,0,"Sunday, 18 April, 2021",18,4,2021
18/4/2021,Booster 2,0,0,"Sunday, 18 April, 2021",18,4,2021
19/4/2021,Dose 1,727340,2.227203273,"Monday, 19 April, 2021",19,4,2021
19/4/2021,Dose 2,457848,1.401986092,"Monday, 19 April, 2021",19,4,2021
19/4/2021,Booster 1,0,0,"Monday, 19 April, 2021",19,4,2021
19/4/2021,Booster 2,0,0,"Monday, 19 April, 2021",19,4,2021
20/4/2021,Dose 1,749425,2.294830221,"Tuesday, 20 April, 2021",20,4,2021
20/4/2021,Dose 2,469145,1.436578876,"Tuesday, 20 April, 2021",20,4,2021
20/4/2021,Booster 1,0,0,"Tuesday, 20 April, 2021",20,4,2021
20/4/2021,Booster 2,0,0,"Tuesday, 20 April, 2021",20,4,2021
21/4/2021,Dose 1,765268,2.343343408,"Wednesday, 21 April, 2021",21,4,2021
21/4/2021,Dose 2,481031,1.472975249,"Wednesday, 21 April, 2021",21,4,2021
21/4/2021,Booster 1,0,0,"Wednesday, 21 April, 2021",21,4,2021
21/4/2021,Booster 2,0,0,"Wednesday, 21 April, 2021",21,4,2021
22/4/2021,Dose 1,779665,2.387428767,"Thursday, 22 April, 2021",22,4,2021
22/4/2021,Dose 2,496221,1.519488871,"Thursday, 22 April, 2021",22,4,2021
22/4/2021,Booster 1,0,0,"Thursday, 22 April, 2021",22,4,2021
22/4/2021,Booster 2,0,0,"Thursday, 22 April, 2021",22,4,2021
23/4/2021,Dose 1,791887,2.424854013,"Friday, 23 April, 2021",23,4,2021
23/4/2021,Dose 2,502922,1.540008145,"Friday, 23 April, 2021",23,4,2021
23/4/2021,Booster 1,0,0,"Friday, 23 April, 2021",23,4,2021
23/4/2021,Booster 2,0,0,"Friday, 23 April, 2021",23,4,2021
24/4/2021,Dose 1,799878,2.449323424,"Saturday, 24 April, 2021",24,4,2021
24/4/2021,Dose 2,506406,1.550676576,"Saturday, 24 April, 2021",24,4,2021
24/4/2021,Booster 1,0,0,"Saturday, 24 April, 2021",24,4,2021
24/4/2021,Booster 2,0,0,"Saturday, 24 April, 2021",24,4,2021
25/4/2021,Dose 1,808993,2.47723466,"Sunday, 25 April, 2021",25,4,2021
25/4/2021,Dose 2,512146,1.568253152,"Sunday, 25 April, 2021",25,4,2021
25/4/2021,Booster 1,0,0,"Sunday, 25 April, 2021",25,4,2021
25/4/2021,Booster 2,0,0,"Sunday, 25 April, 2021",25,4,2021
26/4/2021,Dose 1,830366,2.542681377,"Monday, 26 April, 2021",26,4,2021
26/4/2021,Dose 2,521092,1.595646888,"Monday, 26 April, 2021",26,4,2021
26/4/2021,Booster 1,0,0,"Monday, 26 April, 2021",26,4,2021
26/4/2021,Booster 2,0,0,"Monday, 26 April, 2021",26,4,2021
27/4/2021,Dose 1,853192,2.612577357,"Tuesday, 27 April, 2021",27,4,2021
27/4/2021,Dose 2,532992,1.632086131,"Tuesday, 27 April, 2021",27,4,2021
27/4/2021,Booster 1,0,0,"Tuesday, 27 April, 2021",27,4,2021
27/4/2021,Booster 2,0,0,"Tuesday, 27 April, 2021",27,4,2021
28/4/2021,Dose 1,879666,2.693643955,"Wednesday, 28 April, 2021",28,4,2021
28/4/2021,Dose 2,546260,1.672714356,"Wednesday, 28 April, 2021",28,4,2021
28/4/2021,Booster 1,0,0,"Wednesday, 28 April, 2021",28,4,2021
28/4/2021,Booster 2,0,0,"Wednesday, 28 April, 2021",28,4,2021
29/4/2021,Dose 1,886138,2.713462004,"Thursday, 29 April, 2021",29,4,2021
29/4/2021,Dose 2,552329,1.69129837,"Thursday, 29 April, 2021",29,4,2021
29/4/2021,Booster 1,0,0,"Thursday, 29 April, 2021",29,4,2021
29/4/2021,Booster 2,0,0,"Thursday, 29 April, 2021",29,4,2021
30/4/2021,Dose 1,903937,2.7679647,"Friday, 30 April, 2021",30,4,2021
30/4/2021,Dose 2,561244,1.718597181,"Friday, 30 April, 2021",30,4,2021
30/4/2021,Booster 1,0,0,"Friday, 30 April, 2021",30,4,2021
30/4/2021,Booster 2,0,0,"Friday, 30 April, 2021",30,4,2021
1/5/2021,Dose 1,906869,2.776942839,"Saturday, 1 May, 2021",1,5,2021
1/5/2021,Dose 2,563819,1.726482143,"Saturday, 1 May, 2021",1,5,2021
1/5/2021,Booster 1,0,0,"Saturday, 1 May, 2021",1,5,2021
1/5/2021,Booster 2,0,0,"Saturday, 1 May, 2021",1,5,2021
2/5/2021,Dose 1,914529,2.800398688,"Sunday, 2 May, 2021",2,5,2021
2/5/2021,Dose 2,571943,1.751358816,"Sunday, 2 May, 2021",2,5,2021
2/5/2021,Booster 1,0,0,"Sunday, 2 May, 2021",2,5,2021
2/5/2021,Booster 2,0,0,"Sunday, 2 May, 2021",2,5,2021
3/5/2021,Dose 1,939072,2.87555233,"Monday, 3 May, 2021",3,5,2021
3/5/2021,Dose 2,598694,1.833273622,"Monday, 3 May, 2021",3,5,2021
3/5/2021,Booster 1,0,0,"Monday, 3 May, 2021",3,5,2021
3/5/2021,Booster 2,0,0,"Monday, 3 May, 2021",3,5,2021
4/5/2021,Dose 1,969215,2.967853851,"Tuesday, 4 May, 2021",4,5,2021
4/5/2021,Dose 2,618395,1.893600473,"Tuesday, 4 May, 2021",4,5,2021
4/5/2021,Booster 1,0,0,"Tuesday, 4 May, 2021",4,5,2021
4/5/2021,Booster 2,0,0,"Tuesday, 4 May, 2021",4,5,2021
5/5/2021,Dose 1,1001360,3.066285739,"Wednesday, 5 May, 2021",5,5,2021
5/5/2021,Dose 2,641309,1.963765919,"Wednesday, 5 May, 2021",5,5,2021
5/5/2021,Booster 1,0,0,"Wednesday, 5 May, 2021",5,5,2021
5/5/2021,Booster 2,0,0,"Wednesday, 5 May, 2021",5,5,2021
6/5/2021,Dose 1,1038464,3.179902686,"Thursday, 6 May, 2021",6,5,2021
6/5/2021,Dose 2,660098,2.021300115,"Thursday, 6 May, 2021",6,5,2021
6/5/2021,Booster 1,0,0,"Thursday, 6 May, 2021",6,5,2021
6/5/2021,Booster 2,0,0,"Thursday, 6 May, 2021",6,5,2021
7/5/2021,Dose 1,1070834,3.279023551,"Friday, 7 May, 2021",7,5,2021
7/5/2021,Dose 2,675592,2.068744622,"Friday, 7 May, 2021",7,5,2021
7/5/2021,Booster 1,0,0,"Friday, 7 May, 2021",7,5,2021
7/5/2021,Booster 2,0,0,"Friday, 7 May, 2021",7,5,2021
8/5/2021,Dose 1,1089559,3.336361771,"Saturday, 8 May, 2021",8,5,2021
8/5/2021,Dose 2,684041,2.094616485,"Saturday, 8 May, 2021",8,5,2021
8/5/2021,Booster 1,0,0,"Saturday, 8 May, 2021",8,5,2021
8/5/2021,Booster 2,0,0,"Saturday, 8 May, 2021",8,5,2021
9/5/2021,Dose 1,1115495,3.415780948,"Sunday, 9 May, 2021",9,5,2021
9/5/2021,Dose 2,690647,2.114844858,"Sunday, 9 May, 2021",9,5,2021
9/5/2021,Booster 1,0,0,"Sunday, 9 May, 2021",9,5,2021
9/5/2021,Booster 2,0,0,"Sunday, 9 May, 2021",9,5,2021
10/5/2021,Dose 1,1152248,3.528323091,"Monday, 10 May, 2021",10,5,2021
10/5/2021,Dose 2,715529,2.191036559,"Monday, 10 May, 2021",10,5,2021
10/5/2021,Booster 1,0,0,"Monday, 10 May, 2021",10,5,2021
10/5/2021,Booster 2,0,0,"Monday, 10 May, 2021",10,5,2021
11/5/2021,Dose 1,1182805,3.62189233,"Tuesday, 11 May, 2021",11,5,2021
11/5/2021,Dose 2,733988,2.247560255,"Tuesday, 11 May, 2021",11,5,2021
11/5/2021,Booster 1,0,0,"Tuesday, 11 May, 2021",11,5,2021
11/5/2021,Booster 2,0,0,"Tuesday, 11 May, 2021",11,5,2021
12/5/2021,Dose 1,1193157,3.653591409,"Wednesday, 12 May, 2021",12,5,2021
12/5/2021,Dose 2,741819,2.271539726,"Wednesday, 12 May, 2021",12,5,2021
12/5/2021,Booster 1,0,0,"Wednesday, 12 May, 2021",12,5,2021
12/5/2021,Booster 2,0,0,"Wednesday, 12 May, 2021",12,5,2021
13/5/2021,Dose 1,1193270,3.653937429,"Thursday, 13 May, 2021",13,5,2021
13/5/2021,Dose 2,741830,2.27157341,"Thursday, 13 May, 2021",13,5,2021
13/5/2021,Booster 1,0,0,"Thursday, 13 May, 2021",13,5,2021
13/5/2021,Booster 2,0,0,"Thursday, 13 May, 2021",13,5,2021
14/5/2021,Dose 1,1193331,3.654124218,"Friday, 14 May, 2021",14,5,2021
14/5/2021,Dose 2,741839,2.271600969,"Friday, 14 May, 2021",14,5,2021
14/5/2021,Booster 1,0,0,"Friday, 14 May, 2021",14,5,2021
14/5/2021,Booster 2,0,0,"Friday, 14 May, 2021",14,5,2021
15/5/2021,Dose 1,1203732,3.685973341,"Saturday, 15 May, 2021",15,5,2021
15/5/2021,Dose 2,742443,2.27345049,"Saturday, 15 May, 2021",15,5,2021
15/5/2021,Booster 1,0,0,"Saturday, 15 May, 2021",15,5,2021
15/5/2021,Booster 2,0,0,"Saturday, 15 May, 2021",15,5,2021
16/5/2021,Dose 1,1213780,3.716741536,"Sunday, 16 May, 2021",16,5,2021
16/5/2021,Dose 2,742777,2.274473239,"Sunday, 16 May, 2021",16,5,2021
16/5/2021,Booster 1,0,0,"Sunday, 16 May, 2021",16,5,2021
16/5/2021,Booster 2,0,0,"Sunday, 16 May, 2021",16,5,2021
17/5/2021,Dose 1,1246308,3.816346216,"Monday, 17 May, 2021",17,5,2021
17/5/2021,Dose 2,770994,2.360877114,"Monday, 17 May, 2021",17,5,2021
17/5/2021,Booster 1,0,0,"Monday, 17 May, 2021",17,5,2021
17/5/2021,Booster 2,0,0,"Monday, 17 May, 2021",17,5,2021
18/5/2021,Dose 1,1292194,3.956854712,"Tuesday, 18 May, 2021",18,5,2021
18/5/2021,Dose 2,803410,2.460138837,"Tuesday, 18 May, 2021",18,5,2021
18/5/2021,Booster 1,0,0,"Tuesday, 18 May, 2021",18,5,2021
18/5/2021,Booster 2,0,0,"Tuesday, 18 May, 2021",18,5,2021
